DBA,BORO,BUILDING,STREET,ZIPCODE,address,"INSPECTION DATE","VIOLATION CODE","VIOLATION DESCRIPTION","CRITICAL FLAG",SCORE,GRADE,Latitude,Longitude,"Accuracy Score","Accuracy Type",Number,Street,City,State,County,Zip,Country,Source
"TOKU TEA",BROOKLYN,84,"HAVEMEYER ST",11211,"84 HAVEMEYER ST",08/01/17,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical,67,,40.714054,-73.956174,1,range_interpolation,84,"Havemeyer St",Brooklyn,NY,"Kings County",11211,US,"TIGER/Line® dataset from the US Census Bureau"
"TOKU TEA",BROOKLYN,84,"HAVEMEYER ST",11211,"84 HAVEMEYER ST",08/01/17,05H,"No facilities available to wash, rinse and sanitize utensils and/or equipment.",Critical,67,,40.714054,-73.956174,1,range_interpolation,84,"Havemeyer St",Brooklyn,NY,"Kings County",11211,US,"TIGER/Line® dataset from the US Census Bureau"
"TOKU TEA",BROOKLYN,84,"HAVEMEYER ST",11211,"84 HAVEMEYER ST",08/01/17,05C,"Food contact surface improperly constructed or located. Unacceptable material used.",Critical,67,,40.714054,-73.956174,1,range_interpolation,84,"Havemeyer St",Brooklyn,NY,"Kings County",11211,US,"TIGER/Line® dataset from the US Census Bureau"
"BLESSINGS HERBS & COFFEE",BROOKLYN,663,"FLATBUSH AVE",11225,"663 FLATBUSH AVE",08/01/17,08A,"Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.","Not Critical",68,,40.657038,-73.960031,1,rooftop,663,"Flatbush Ave",Brooklyn,NY,"Kings County",11225,US,"City of New York"
"BLESSINGS HERBS & COFFEE",BROOKLYN,663,"FLATBUSH AVE",11225,"663 FLATBUSH AVE",08/01/17,04A,"Food Protection Certificate not held by supervisor of food operations.",Critical,68,,40.657038,-73.960031,1,rooftop,663,"Flatbush Ave",Brooklyn,NY,"Kings County",11225,US,"City of New York"
"BLESSINGS HERBS & COFFEE",BROOKLYN,663,"FLATBUSH AVE",11225,"663 FLATBUSH AVE",08/01/17,05F,"Insufficient or no refrigerated or hot holding equipment to keep potentially hazardous foods at required temperatures.",Critical,68,,40.657038,-73.960031,1,rooftop,663,"Flatbush Ave",Brooklyn,NY,"Kings County",11225,US,"City of New York"
"BLESSINGS HERBS & COFFEE",BROOKLYN,663,"FLATBUSH AVE",11225,"663 FLATBUSH AVE",08/01/17,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,68,,40.657038,-73.960031,1,rooftop,663,"Flatbush Ave",Brooklyn,NY,"Kings County",11225,US,"City of New York"
"BLESSINGS HERBS & COFFEE",BROOKLYN,663,"FLATBUSH AVE",11225,"663 FLATBUSH AVE",08/01/17,04L,"Evidence of mice or live mice present in facility's food and/or non-food areas.",Critical,68,,40.657038,-73.960031,1,rooftop,663,"Flatbush Ave",Brooklyn,NY,"Kings County",11225,US,"City of New York"
"BLESSINGS HERBS & COFFEE",BROOKLYN,663,"FLATBUSH AVE",11225,"663 FLATBUSH AVE",08/01/17,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,68,,40.657038,-73.960031,1,rooftop,663,"Flatbush Ave",Brooklyn,NY,"Kings County",11225,US,"City of New York"
"BLESSINGS HERBS & COFFEE",BROOKLYN,663,"FLATBUSH AVE",11225,"663 FLATBUSH AVE",08/01/17,02G,"Cold food item held above 41Ã‚Âº F (smoked fish and reduced oxygen packaged foods above 38 Ã‚ÂºF) except during necessary preparation.",Critical,68,,40.657038,-73.960031,1,rooftop,663,"Flatbush Ave",Brooklyn,NY,"Kings County",11225,US,"City of New York"
"BLESSINGS HERBS & COFFEE",BROOKLYN,663,"FLATBUSH AVE",11225,"663 FLATBUSH AVE",08/01/17,04M,"Live roaches present in facility's food and/or non-food areas.",Critical,68,,40.657038,-73.960031,1,rooftop,663,"Flatbush Ave",Brooklyn,NY,"Kings County",11225,US,"City of New York"
"THE MIXTAPE SHOP",BROOKLYN,1129,"BEDFORD AVE",11216,"1129 BEDFORD AVE",08/02/17,05D,"Hand washing facility not provided in or near food preparation area and toilet room. Hot and cold running water at adequate pressure to enable cleanliness of employees not provided at facility. Soap and an acceptable hand-drying device not provided.",Critical,81,,40.684888,-73.954057,1,rooftop,1129,"Bedford Ave",Brooklyn,NY,"Kings County",11216,US,"City of New York"
"THE MIXTAPE SHOP",BROOKLYN,1129,"BEDFORD AVE",11216,"1129 BEDFORD AVE",08/02/17,05H,"No facilities available to wash, rinse and sanitize utensils and/or equipment.",Critical,81,,40.684888,-73.954057,1,rooftop,1129,"Bedford Ave",Brooklyn,NY,"Kings County",11216,US,"City of New York"
"THE MIXTAPE SHOP",BROOKLYN,1129,"BEDFORD AVE",11216,"1129 BEDFORD AVE",08/02/17,04A,"Food Protection Certificate not held by supervisor of food operations.",Critical,81,,40.684888,-73.954057,1,rooftop,1129,"Bedford Ave",Brooklyn,NY,"Kings County",11216,US,"City of New York"
"THE MIXTAPE SHOP",BROOKLYN,1129,"BEDFORD AVE",11216,"1129 BEDFORD AVE",08/02/17,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,81,,40.684888,-73.954057,1,rooftop,1129,"Bedford Ave",Brooklyn,NY,"Kings County",11216,US,"City of New York"
"THE MIXTAPE SHOP",BROOKLYN,1129,"BEDFORD AVE",11216,"1129 BEDFORD AVE",08/02/17,05F,"Insufficient or no refrigerated or hot holding equipment to keep potentially hazardous foods at required temperatures.",Critical,81,,40.684888,-73.954057,1,rooftop,1129,"Bedford Ave",Brooklyn,NY,"Kings County",11216,US,"City of New York"
"STRAND CAFE",BROOKLYN,492,"NOSTRAND AVE",11216,"492 NOSTRAND AVE",04/05/17,05C,"Food contact surface improperly constructed or located. Unacceptable material used.",Critical,86,,40.682023,-73.950043,1,rooftop,492,"Nostrand Ave",Brooklyn,NY,"Kings County",11216,US,"City of New York"
"STRAND CAFE",BROOKLYN,492,"NOSTRAND AVE",11216,"492 NOSTRAND AVE",04/05/17,05H,"No facilities available to wash, rinse and sanitize utensils and/or equipment.",Critical,86,,40.682023,-73.950043,1,rooftop,492,"Nostrand Ave",Brooklyn,NY,"Kings County",11216,US,"City of New York"
"STRAND CAFE",BROOKLYN,492,"NOSTRAND AVE",11216,"492 NOSTRAND AVE",04/05/17,05D,"Hand washing facility not provided in or near food preparation area and toilet room. Hot and cold running water at adequate pressure to enable cleanliness of employees not provided at facility. Soap and an acceptable hand-drying device not provided.",Critical,86,,40.682023,-73.950043,1,rooftop,492,"Nostrand Ave",Brooklyn,NY,"Kings County",11216,US,"City of New York"
"STRAND CAFE",BROOKLYN,492,"NOSTRAND AVE",11216,"492 NOSTRAND AVE",04/05/17,10H,"Proper sanitization not provided for utensil ware washing operation.","Not Critical",86,,40.682023,-73.950043,1,rooftop,492,"Nostrand Ave",Brooklyn,NY,"Kings County",11216,US,"City of New York"
"STARBUCKS COFFEE #48340",BROOKLYN,11,"OLD FULTON ST",11201,"11 OLD FULTON ST",09/06/17,15F,,"Not Applicable",,,40.702868,-73.993772,1,rooftop,11,"Old Fulton St",Brooklyn,NY,"Kings County",11201,US,"City of New York"
"STARBUCKS COFFEE #48340",BROOKLYN,11,"OLD FULTON ST",11201,"11 OLD FULTON ST",09/06/17,15F,,"Not Applicable",,,40.702868,-73.993772,1,rooftop,11,"Old Fulton St",Brooklyn,NY,"Kings County",11201,US,"City of New York"
"GIVING COFFEE",BROOKLYN,210,"41ST ST",11232,"210 41ST ST",03/13/17,20D,"Choking first aid poster not posted. Alcohol and pregnancy warning sign not posted. Resuscitation equipment: exhaled air resuscitation masks (adult & pediatric), latex gloves, sign not posted. Inspection report sign not posted.","Not Critical",,,40.653819,-74.011446,1,rooftop,210,"41st St",Brooklyn,NY,"Kings County",11232,US,"City of New York"
"VIVI BUBBLE TEA",BROOKLYN,113,"COURT ST",11201,"113 COURT ST",12/22/17,16C,"Caloric content not posted on menus, menu boards or food tags, in a food service establishment that is 1 of 15 or more outlets operating the same type of business nationally under common ownership or control, or as a franchise or doing business under the same name, for each menu item that is served in portions, the size and content of which are standardized.","Not Critical",,,40.690574,-73.991788,1,rooftop,113,"Court St",Brooklyn,NY,"Kings County",11201,US,"City of New York"
"STARBUCKS COFFEE #22596",BROOKLYN,154,"N 7TH ST",11249,"154 N 7TH ST",07/21/17,16D,"Posted caloric content on the menu(s), menu board(s), food tag(s) or stanchions adjacent to menu boards for drive-through windows deficient, in that the size and/or font for posted calories is not as prominent as the name of the menu item or its price.","Not Critical",,,40.718052,-73.958281,1,rooftop,154,"N 7th St",Brooklyn,NY,"Kings County",11249,US,"City of New York"
"CAFE DI GIORNO",BROOKLYN,62,"AVENUE U",11223,"62 AVENUE U",01/24/18,15F,,"Not Applicable",,,40.59588,-73.982044,1,rooftop,62,"Ave U",Brooklyn,NY,"Kings County",11223,US,"City of New York"
"CAFE DI GIORNO",BROOKLYN,62,"AVENUE U",11223,"62 AVENUE U",01/24/18,15F,,"Not Applicable",,,40.59588,-73.982044,1,rooftop,62,"Ave U",Brooklyn,NY,"Kings County",11223,US,"City of New York"
"ANCHOR COFFEE",BROOKLYN,525,"THROOP AVE",11221,"525 THROOP AVE",10/26/17,22C,"Bulb not shielded or shatterproof, in areas where there is extreme heat, temperature changes, or where accidental contact may occur.","Not Critical",,,40.68408,-73.941023,1,rooftop,525,"Throop Ave",Brooklyn,NY,"Kings County",11221,US,"City of New York"
"WYCKOFF STARR",BROOKLYN,30,"WYCKOFF AVENUE",11237,"30 WYCKOFF AVENUE",02/27/17,22C,"Bulb not shielded or shatterproof, in areas where there is extreme heat, temperature changes, or where accidental contact may occur.","Not Critical",,,40.706159,-73.922405,1,rooftop,30,"Wyckoff Ave",Brooklyn,NY,"Kings County",11237,US,"City of New York"
"THE TRADE UNION CAFE",BROOKLYN,346,"MALCOLM X BLVD",11233,"346 MALCOLM X BLVD",11/16/17,,,"Not Applicable",,,40.680937,-73.928807,1,rooftop,346,"Malcolm X Blvd",Brooklyn,NY,"Kings County",11233,US,"City of New York"
"BEDFORD COFFEE COMPANY/STARBUCKS",BROOKLYN,1650,"BEDFORD AVE",11225,"1650 BEDFORD AVE",10/04/17,16C,"Caloric content not posted on menus, menu boards or food tags, in a food service establishment that is 1 of 15 or more outlets operating the same type of business nationally under common ownership or control, or as a franchise or doing business under the same name, for each menu item that is served in portions, the size and content of which are standardized.","Not Critical",,,40.66608,-73.95699,1,rooftop,1650,"Bedford Ave",Brooklyn,NY,"Kings County",11225,US,"City of New York"
"STARBUCKS COFFEE #22596",BROOKLYN,154,"N 7TH ST",11249,"154 N 7TH ST",07/21/17,16E,"Caloric content range (minimum to maximum) not posted on menus and or menu boards for each flavor, variety and size of each menu item that is offered for sale in different flavors, varieties and sizes.","Not Critical",,,40.718052,-73.958281,1,rooftop,154,"N 7th St",Brooklyn,NY,"Kings County",11249,US,"City of New York"
"COFFEE Z",BROOKLYN,30,"NEWKIRK PLZ",11226,"30 NEWKIRK PLZ",04/19/17,20F,"Current letter grade card not posted.","Not Critical",,,40.634646,-73.962877,1,rooftop,30,"Newkirk Plz",Brooklyn,NY,"Kings County",11226,US,"City of New York"
"KUNG FU TEA",BROOKLYN,806,"55TH ST",11220,"806 55TH ST",01/12/17,22C,"Bulb not shielded or shatterproof, in areas where there is extreme heat, temperature changes, or where accidental contact may occur.","Not Critical",,,40.638017,-74.006361,1,rooftop,806,"55th St",Brooklyn,NY,"Kings County",11220,US,"City of New York"
"NEW FOREST CAFE",BROOKLYN,7617,"NEW UTRECHT AVE",11214,"7617 NEW UTRECHT AVE",02/01/18,16B,"The original nutritional fact labels and/or ingredient label for a cooking oil, shortening or margarine or food item sold in bulk, or acceptable manufacturers documentation not maintained on site.","Not Critical",,,40.614395,-74.000187,1,rooftop,7617,"New Utrecht Ave",Brooklyn,NY,"Kings County",11214,US,"City of New York"
"COCOA BAR BROOKLYN",BROOKLYN,228,"7th Ave",11215,"228 7th Ave",02/01/17,22C,"Bulb not shielded or shatterproof, in areas where there is extreme heat, temperature changes, or where accidental contact may occur.","Not Critical",,,40.670188,-73.979012,1,rooftop,228,"7th Ave",Brooklyn,NY,"Kings County",11215,US,"City of New York"
"DUNKIN' DONUTS",BROOKLYN,527,"METROPOLITAN AVE",11211,"527 METROPOLITAN AVE",05/26/17,16E,"Caloric content range (minimum to maximum) not posted on menus and or menu boards for each flavor, variety and size of each menu item that is offered for sale in different flavors, varieties and sizes.","Not Critical",,,40.714184,-73.951188,1,rooftop,527,"Metropolitan Ave",Brooklyn,NY,"Kings County",11211,US,"City of New York"
"HOUSE OF KAVA",BROOKLYN,238,"CENTRAL AVE",11221,"238 CENTRAL AVE",01/17/18,22E,"ROP processing equipment not approved by DOHMH.","Not Critical",,,40.697326,-73.92406,1,rooftop,238,"Central Ave",Brooklyn,NY,"Kings County",11221,US,"City of New York"
PASSATEMPO,BROOKLYN,79,"GRAND ST",11249,"79 GRAND ST",12/14/17,15F,,"Not Applicable",,,40.715765,-73.964173,1,rooftop,79,"Grand St",Brooklyn,NY,"Kings County",11249,US,"City of New York"
"VAN LEEUWEN ARTISAN ICE CREAM",BROOKLYN,81,"BERGEN STREET",11201,"81 BERGEN STREET",10/30/17,20F,"Current letter grade card not posted.","Not Critical",,,40.686797,-73.990276,1,range_interpolation,81,"Bergen St",Brooklyn,NY,"Kings County",11201,US,"TIGER/Line® dataset from the US Census Bureau"
"CAFE DI GIORNO",BROOKLYN,62,"AVENUE U",11223,"62 AVENUE U",01/24/18,15A,,"Not Applicable",,,40.59588,-73.982044,1,rooftop,62,"Ave U",Brooklyn,NY,"Kings County",11223,US,"City of New York"
STARBUCKS,BROOKLYN,164,"PARK PLACE",11217,"164 PARK PLACE",11/21/17,22A,"Nuisance created or allowed to exist. Facility not free from unsafe, hazardous, offensive or annoying conditions.","Not Critical",,,40.677483,-73.972923,1,rooftop,164,"Park Pl",Brooklyn,NY,"Kings County",11217,US,"City of New York"
"KUNG FU TEA",BROOKLYN,1422,"AVENUE U",11229,"1422 AVENUE U",06/07/17,16E,"Caloric content range (minimum to maximum) not posted on menus and or menu boards for each flavor, variety and size of each menu item that is offered for sale in different flavors, varieties and sizes.","Not Critical",,,40.598692,-73.956557,1,rooftop,1422,"Ave U",Brooklyn,NY,"Kings County",11229,US,"City of New York"
"BLUE BOTTLE COFFEE",BROOKLYN,203,"7TH AVE",11215,"203 7TH AVE",12/20/17,16C,"Caloric content not posted on menus, menu boards or food tags, in a food service establishment that is 1 of 15 or more outlets operating the same type of business nationally under common ownership or control, or as a franchise or doing business under the same name, for each menu item that is served in portions, the size and content of which are standardized.","Not Critical",,,40.670643,-73.978269,1,rooftop,203,"7th Ave",Brooklyn,NY,"Kings County",11215,US,"City of New York"
"FAIRYTALE ISLAND",BROOKLYN,7110,"3RD AVE",11209,"7110 3RD AVE",10/16/17,20D,"Choking first aid poster not posted. Alcohol and pregnancy warning sign not posted. Resuscitation equipment: exhaled air resuscitation masks (adult & pediatric), latex gloves, sign not posted. Inspection report sign not posted.","Not Critical",,,40.633948,-74.026948,1,rooftop,7110,"3rd Ave",Brooklyn,NY,"Kings County",11209,US,"City of New York"
"KUNG FU TEA",BROOKLYN,1422,"AVENUE U",11229,"1422 AVENUE U",06/07/17,16C,"Caloric content not posted on menus, menu boards or food tags, in a food service establishment that is 1 of 15 or more outlets operating the same type of business nationally under common ownership or control, or as a franchise or doing business under the same name, for each menu item that is served in portions, the size and content of which are standardized.","Not Critical",,,40.598692,-73.956557,1,rooftop,1422,"Ave U",Brooklyn,NY,"Kings County",11229,US,"City of New York"
"AVA BREW",BROOKLYN,100,"WILLOUGHBY ST",11201,"100 WILLOUGHBY ST",05/23/17,20F,"Current letter grade card not posted.","Not Critical",,,40.692024,-73.984766,1,rooftop,100,"Willoughby St",Brooklyn,NY,"Kings County",11201,US,"City of New York"
"IC BROOKLYN CAFE",BROOKLYN,251,"WILSON AVE",11237,"251 WILSON AVE",03/07/17,20A,"Food allergy information poster not conspicuously posted where food is being prepared or processed by food workers.","Not Critical",,,40.698154,-73.921009,1,rooftop,251,"Wilson Ave",Brooklyn,NY,"Kings County",11237,US,"City of New York"
"LITTLE ZELDA",BROOKLYN,728,"FRANKLIN AVENUE",11238,"728 FRANKLIN AVENUE",03/11/17,16B,"The original nutritional fact labels and/or ingredient label for a cooking oil, shortening or margarine or food item sold in bulk, or acceptable manufacturers documentation not maintained on site.","Not Critical",,,40.673747,-73.957003,1,rooftop,728,"Franklin Ave",Brooklyn,NY,"Kings County",11238,US,"City of New York"
MATTER,BROOKLYN,7604,"3RD AVE",11209,"7604 3RD AVE",08/07/17,,,"Not Applicable",,,40.630636,-74.028293,1,rooftop,7604,"3rd Ave",Brooklyn,NY,"Kings County",11209,US,"City of New York"
"LITTLE ZELDA",BROOKLYN,728,"FRANKLIN AVENUE",11238,"728 FRANKLIN AVENUE",01/27/18,,,"Not Applicable",,,40.673747,-73.957003,1,rooftop,728,"Franklin Ave",Brooklyn,NY,"Kings County",11238,US,"City of New York"
STARBUCKS,BROOKLYN,134,"MONTAGUE STREET",11201,"134 MONTAGUE STREET",07/06/17,16E,"Caloric content range (minimum to maximum) not posted on menus and or menu boards for each flavor, variety and size of each menu item that is offered for sale in different flavors, varieties and sizes.","Not Critical",,,40.69458,-73.993962,1,rooftop,134,"Montague St",Brooklyn,NY,"Kings County",11201,US,"City of New York"
"LA BAGUETTE SHOP",BROOKLYN,1028,"NOSTRAND AVE",11225,"1028 NOSTRAND AVE",02/14/17,16A,"A food containing artificial trans fat, with 0.5 grams or more of trans fat per serving, is being stored, distributed, held for service, used in preparation of a menu item, or served.","Not Critical",,,40.663256,-73.951073,1,range_interpolation,1028,"Nostrand Ave",Brooklyn,NY,"Kings County",11225,US,"TIGER/Line® dataset from the US Census Bureau"
